ModelName;EpochBest;EpochsTotal;Sparse;Score
fashionmnist_:nodes_topk_0.0-0.3:_no;15;20;nodes_topk_0.0-0.3;0.89994
fashionmnist_:nodes_topk_0.0-0.3:;15;20;nodes_topk_0.0-0.3;0.902644
fashionmnist_:edges_topk_0.3-0.3:_no;8;20;edges_topk_0.3-0.3;0.901042
fashionmnist_:edges_topk_0.3-0.3:;8;20;edges_topk_0.3-0.3;0.901042
fashionmnist_:edges_random_0.0-0.6:_no;16;20;edges_random_0.0-0.6;0.904848
fashionmnist_:edges_random_0.0-0.6:;20;20;edges_random_0.0-0.6;0.898137
fashionmnist_:edges_sample_0.3-0.3:_no;15;20;edges_sample_0.3-0.3;0.899339
fashionmnist_:edges_sample_0.3-0.3:;13;20;edges_sample_0.3-0.3;0.901843
fashionmnist_:nodes_topk_0.0-0.6:_no;19;20;nodes_topk_0.0-0.6;0.902744
fashionmnist_:nodes_topk_0.0-0.6:;15;20;nodes_topk_0.0-0.6;0.900441
fashionmnist_loss_01_no;19;20;nodes_topk_0.0-0.6;0.894732
fashionmnist_loss_01;19;20;nodes_topk_0.0-0.6;0.896534
fashionmnist_:edges_random_0.3-0.3:_no;15;20;edges_random_0.3-0.3;0.904347
fashionmnist_:edges_random_0.3-0.3:;15;20;edges_random_0.3-0.3;0.894932
fashionmnist_loss_001_no;14;20;nodes_topk_0.0-0.6;0.904046
fashionmnist_loss_001;12;20;nodes_topk_0.0-0.6;0.902244
fashionmnist_:nodes_topk_0.2-0.2+edges_random_0.2-0.2:_no;18;20;nodes_topk_0.2-0.2+edges_random_0.2-0.2;0.903546
fashionmnist_:nodes_topk_0.2-0.2+edges_random_0.2-0.2:;20;20;nodes_topk_0.2-0.2+edges_random_0.2-0.2;0.898337
mnist_:none:;11;20;none;0.990885
mnist_:nodes_topk_0.3-0.3:_no;17;20;nodes_topk_0.3-0.3;0.991286
mnist_:nodes_topk_0.3-0.3:;17;20;nodes_topk_0.3-0.3;0.991386
fashionmnist_:nodes_random_0.2-0.2+edges_random_0.2-0.2:_no;20;20;nodes_random_0.2-0.2+edges_random_0.2-0.2;0.905649
fashionmnist_:nodes_random_0.2-0.2+edges_random_0.2-0.2:;17;20;nodes_random_0.2-0.2+edges_random_0.2-0.2;0.560998
mnist_:nodes_sample_0.3-0.3:_no;12;20;nodes_sample_0.3-0.3;0.992989
mnist_:nodes_sample_0.3-0.3:;20;20;nodes_sample_0.3-0.3;0.847356
fashionmnist_:nodes_topk_0.3-0.3+edges_random_0.3-0.3:_no;19;20;nodes_topk_0.3-0.3+edges_random_0.3-0.3;0.903145
fashionmnist_:nodes_topk_0.3-0.3+edges_random_0.3-0.3:;19;20;nodes_topk_0.3-0.3+edges_random_0.3-0.3;0.788662
mnist_:nodes_random_0.3-0.3:_no;10;20;nodes_random_0.3-0.3;0.991286
mnist_:nodes_random_0.3-0.3:;15;20;nodes_random_0.3-0.3;0.501903
mnist_:edges_topk_0.3-0.3:_no;11;20;edges_topk_0.3-0.3;0.991386
mnist_:edges_topk_0.3-0.3:;20;20;edges_topk_0.3-0.3;0.994091
fashionmnist_:nodes_sample_0.3-0.3+edges_sample_0.3-0.3:_no;18;20;nodes_sample_0.3-0.3+edges_sample_0.3-0.3;0.90024
fashionmnist_:nodes_sample_0.3-0.3+edges_sample_0.3-0.3:;14;20;nodes_sample_0.3-0.3+edges_sample_0.3-0.3;0.655549
mnist_:edges_sample_0.3-0.3:_no;20;20;edges_sample_0.3-0.3;0.991787
mnist_:edges_sample_0.3-0.3:;20;20;edges_sample_0.3-0.3;0.991587
fashionmnist_:edges_random_0.0-0.3:_no;11;20;edges_random_0.0-0.3;0.902444
fashionmnist_:edges_random_0.0-0.3:;14;20;edges_random_0.0-0.3;0.901643
fashionmnist_:nodes_topk_0.0-0.3:_no;7;20;nodes_topk_0.0-0.3;0.899439
fashionmnist_:nodes_topk_0.0-0.3:;7;20;nodes_topk_0.0-0.3;0.899439
mnist_:edges_random_0.3-0.3:_no;10;20;edges_random_0.3-0.3;0.991987
mnist_:edges_random_0.3-0.3:;10;20;edges_random_0.3-0.3;0.989683
fashionmnist_:edges_random_0.0-0.6:_no;13;20;edges_random_0.0-0.6;0.904147
fashionmnist_:edges_random_0.0-0.6:;18;20;edges_random_0.0-0.6;0.89363
mnist_:nodes_topk_0.2-0.2+edges_random_0.2-0.2:_no;19;20;nodes_topk_0.2-0.2+edges_random_0.2-0.2;0.992288
mnist_:nodes_topk_0.2-0.2+edges_random_0.2-0.2:;13;20;nodes_topk_0.2-0.2+edges_random_0.2-0.2;0.989283
fashionmnist_:nodes_topk_0.0-0.6:_no;13;20;nodes_topk_0.0-0.6;0.903045
fashionmnist_:nodes_topk_0.0-0.6:;13;20;nodes_topk_0.0-0.6;0.901643
mnist_:nodes_random_0.2-0.2+edges_random_0.2-0.2:_no;14;20;nodes_random_0.2-0.2+edges_random_0.2-0.2;0.992788
mnist_:nodes_random_0.2-0.2+edges_random_0.2-0.2:;10;20;nodes_random_0.2-0.2+edges_random_0.2-0.2;0.599459
fashionmnist_loss_01_no;19;20;nodes_topk_0.0-0.6;0.88772
fashionmnist_loss_01;19;20;nodes_topk_0.0-0.6;0.890825
mnist_:nodes_topk_0.3-0.3+edges_random_0.3-0.3:_no;17;20;nodes_topk_0.3-0.3+edges_random_0.3-0.3;0.993189
mnist_:nodes_topk_0.3-0.3+edges_random_0.3-0.3:;11;20;nodes_topk_0.3-0.3+edges_random_0.3-0.3;0.884315
fashionmnist_loss_001_no;19;20;nodes_topk_0.0-0.6;0.904247
fashionmnist_loss_001;17;20;nodes_topk_0.0-0.6;0.90004
mnist_:none:;18;20;none;0.991587
mnist_:edges_random_0.0-0.3:_no;19;20;edges_random_0.0-0.3;0.992288
mnist_:edges_random_0.0-0.3:;15;20;edges_random_0.0-0.3;0.992087
mnist_:nodes_topk_0.3-0.3:_no;15;20;nodes_topk_0.3-0.3;0.992388
mnist_:nodes_topk_0.3-0.3:;14;20;nodes_topk_0.3-0.3;0.992288
mnist_:nodes_topk_0.0-0.3:_no;10;20;nodes_topk_0.0-0.3;0.990685
mnist_:nodes_topk_0.0-0.3:;14;20;nodes_topk_0.0-0.3;0.990785
mnist_:nodes_sample_0.3-0.3:_no;19;20;nodes_sample_0.3-0.3;0.992788
mnist_:nodes_sample_0.3-0.3:;15;20;nodes_sample_0.3-0.3;0.841546
mnist_:edges_random_0.0-0.6:_no;17;20;edges_random_0.0-0.6;0.991787
mnist_:edges_random_0.0-0.6:;15;20;edges_random_0.0-0.6;0.985777
mnist_:nodes_random_0.3-0.3:_no;14;20;nodes_random_0.3-0.3;0.991186
mnist_:nodes_random_0.3-0.3:;19;20;nodes_random_0.3-0.3;0.492588
mnist_:nodes_topk_0.0-0.6:_no;10;20;nodes_topk_0.0-0.6;0.990885
mnist_:nodes_topk_0.0-0.6:;13;20;nodes_topk_0.0-0.6;0.990685
mnist_loss_01_no;10;20;nodes_topk_0.0-0.6;0.990986
mnist_loss_01;10;20;nodes_topk_0.0-0.6;0.990785
mnist_:edges_topk_0.3-0.3:_no;17;20;edges_topk_0.3-0.3;0.992889
mnist_:edges_topk_0.3-0.3:;20;20;edges_topk_0.3-0.3;0.99349
mnist_loss_001_no;15;20;nodes_topk_0.0-0.6;0.992488
mnist_loss_001;13;20;nodes_topk_0.0-0.6;0.991486
mnist_:edges_sample_0.3-0.3:_no;16;20;edges_sample_0.3-0.3;0.990986
mnist_:edges_sample_0.3-0.3:;14;20;edges_sample_0.3-0.3;0.991086
mnist_:edges_random_0.3-0.3:_no;17;20;edges_random_0.3-0.3;0.991887
mnist_:edges_random_0.3-0.3:;20;20;edges_random_0.3-0.3;0.990685
mnist_:nodes_topk_0.2-0.2+edges_random_0.2-0.2:_no;17;20;nodes_topk_0.2-0.2+edges_random_0.2-0.2;0.992889
mnist_:nodes_topk_0.2-0.2+edges_random_0.2-0.2:;16;20;nodes_topk_0.2-0.2+edges_random_0.2-0.2;0.98738
mnist_:nodes_random_0.2-0.2+edges_random_0.2-0.2:_no;17;20;nodes_random_0.2-0.2+edges_random_0.2-0.2;0.991486
mnist_:nodes_random_0.2-0.2+edges_random_0.2-0.2:;12;20;nodes_random_0.2-0.2+edges_random_0.2-0.2;0.594952
mnist_:nodes_topk_0.3-0.3+edges_random_0.3-0.3:_no;20;20;nodes_topk_0.3-0.3+edges_random_0.3-0.3;0.992788
mnist_:nodes_topk_0.3-0.3+edges_random_0.3-0.3:;11;20;nodes_topk_0.3-0.3+edges_random_0.3-0.3;0.880609
mnist_:edges_random_0.0-0.3:_no;16;20;edges_random_0.0-0.3;0.991086
mnist_:edges_random_0.0-0.3:;16;20;edges_random_0.0-0.3;0.990785
mnist_:nodes_topk_0.0-0.3:_no;20;20;nodes_topk_0.0-0.3;0.991687
mnist_:nodes_topk_0.0-0.3:;20;20;nodes_topk_0.0-0.3;0.991887
mnist_:edges_random_0.0-0.6:_no;14;20;edges_random_0.0-0.6;0.992989
mnist_:edges_random_0.0-0.6:;13;20;edges_random_0.0-0.6;0.986178
mnist_:nodes_topk_0.0-0.6:_no;17;20;nodes_topk_0.0-0.6;0.991987
mnist_:nodes_topk_0.0-0.6:;17;20;nodes_topk_0.0-0.6;0.990986
mnist_loss_01_no;19;20;nodes_topk_0.0-0.6;0.990986
mnist_loss_01;12;20;nodes_topk_0.0-0.6;0.988882
mnist_loss_001_no;16;20;nodes_topk_0.0-0.6;0.992288
mnist_loss_001;12;20;nodes_topk_0.0-0.6;0.991086
